date,agency,subject,message
11/15/22 6:44 AM,NYC,"BKLYN, 2, 3, 4, and 5 Trains, Delays",Northbound 2/3/4/5 trains are running with delays after NYPD responded to an unauthorized person on the tracks at Atlantic Av-Barclays Ctr.
11/15/22 6:31 AM,NYC,"Update: MANH, B and C Trains, Local to Express","Southbound B/C trains are running express from 145 St to 125 St while we address a signal problem near 145 St. For service to/from 135 St, take a northbound train."
11/15/22 6:30 AM,NYC,"Update: BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after we requested EMS for someone in need of assistance on a train at Grand Army Plaza. Northbound 2/3 trains have resumed making scheduled stops.
11/15/22 6:21 AM,NYC,"Update: BKLYN, 2, 3, 4, and 5 Trains, Multiple Changes","Northbound 2/3 trains are running on the express track from Franklin Av-Medgar Evers College to Atlantic Av-Barclays Ctr. We are requesting EMS for someone in need of assistance on a train at Grand Army Plaza and are removing that train from service. For service to/from bypassed stops, take a southbound train. Expect delays in northbound 4/5 service while they share the track with rerouted trains."
11/15/22 6:17 AM,NYC,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we request EMS for someone on a train at Grand Army Plaza and remove that train from service.
11/15/22 6:12 AM,NYC,"Update: QNS, E, M, and R Trains, Delays",Jamaica-bound E and Forest Hills-bound R/M trains running with delays after we removed a train with a mechanical problem from service at Northern Blvd.
11/15/22 6:10 AM,NYC,"QNS, E, M, and R Trains, Delays",Jamaica-bound E and Forest Hills-71 Av-bound R/M trains are delayed while we remove a train with a mechanical problem from service at Northern Blvd.
11/15/22 5:37 AM,NYC,"Update: MANH, 1 and 2 Trains, Delays",Southbound 1/2 trains are running with delays after we replaced rails near Houston St. Southbound 1/2 trains have resumed making schedule stops from 14 St to Chambers St.
11/15/22 5:33 AM,NYC,"Update: MANH, A and C Trains, Local to Express","Southbound A/C trains are running express from 145 St to 125 St while we address a signal problem near 145 St. For service to/from 135 St, take a northbound train."
11/15/22 5:18 AM,NYC,"MANH, A Train, Local to Express","Southbound A trains are running express from 145 St to 125 St while we address a signal problem near 145 St. For service to/from 135 St, take a northbound train."
11/15/22 4:44 AM,NYC,"1 and 2 Trains, Local to Express","Southbound 1/2 trains are running express from 14 St to Chambers St while we replace rails near Houston st. For service to/from bypassed stations, take a northbound train."
11/15/22 4:17 AM,NYC,"Update: BKLYN, A Train, Delays",Northbound A trains are running with delays after we replaced rails near Kingston-Throop Avs.
11/15/22 3:56 AM,NYC,"BKLYN, A Train, Delays",Northbound A trains are delayed while we replace rails near Kingston-Throop Avs.
11/15/22 3:55 AM,NYC,"Update: BKLYN, A Train, Delays",Southbound A trains are running with delays after we replaced rails near Clinton-Washington Avs.
11/15/22 3:48 AM,NYC,"Update: MANH, N Train, Delays",Northbound N trains are running with delays after NYPD responded for an unauthorized person on the tracks near City Hall.
11/15/22 3:42 AM,NYC,"MANH, N Train, Delays",Northbound N trains are delayed while we request NYPD assistance for an unauthorized person on the tracks near City Hall.
11/15/22 3:37 AM,NYC,"Update: BKLYN, D Train, Delays",Southbound D trains are running with delays after we performed track maintenance near DeKalb Av. Southbound D have resumed making scheduled stops at DeKalb Av.
11/15/22 3:31 AM,NYC,"BKLYN, A Train, Delays",Southbound A trains are delayed while we replace rails near Clinton-Washington Avs.
11/15/22 3:24 AM,NYC,"Update: MANH, J Train, Delays",J trains are running with delays in both directions after we performed switch maintenance near Broad St. Jamaica-bound J trains have resumed stopping at its regularly scheduled platform at Broad St.
11/15/22 2:22 AM,NYC,"Update: BKLYN, R Train, Delays",R trains are running with delays in both directions after NYPD responded to an unauthorized person on the tracks near 86 St.
11/15/22 2:12 AM,NYC,"BKLYN, R Train, Delays",R trains are delayed in both directions while NYPD responds to an unauthorized person on the tracks near 86 St.
11/15/22 1:24 AM,NYC,"MANH, J Train, Boarding Change",Jamaica-bound J trains will arrive/depart from Broad St-bound track at Broad St while we perform switch maintenance near that station.
11/15/22 12:57 AM,NYC,"Update: MANH, 1 and 2 Trains, Delays",Northbound 1/2 trains are running with delays after NYPD responded to a customer altercation at 96 St.
11/15/22 12:54 AM,NYC,"MANH, 1 and 2 Trains, Delays",Northbound 1/2 trains are delayed while NYPD responds to a customer altercation at 96 St.
11/15/22 12:44 AM,NYC,"BKLYN, Southbound D Train, Stations Skipped-Dekalb Av","Southbound D trains will not stop at DeKalb Av while we conduct track maintenance in the area. The next stop for southbound D trains after Grand St will be Atlantic Av-Barclays Ctr. For service to/from DeKalb Av, use N/Q or R trains"
11/15/22 12:40 AM,NYC,"Update: BKLYN, L Train, Delays",Canarsie-bound L trains are running with delays after NYPD concluded an investigation at Graham Av.
11/14/22 10:37 PM,NYC,"BKLYN, L Train, Delays",Canarsie-Rockaway Pkwy-bound L trains are delayed while NYPD responds to a passenger being disruptive at Graham Av.
11/14/22 9:54 PM,NYC,"Update: MANH, 4, 5, and 6 Trains, Delays",Southbound 4/5/6 trains are running with delays after we addressed a mechanical problem on a train at 59 St. Southbound 4/5 trains have resumed making regular stops.
11/14/22 9:35 PM,NYC,"Update: MANH, 4, 5, and 6 Trains, Multiple Changes",Southbound 4/5 trains are running local from 125 St to Grand Central-42 St while we address a mechanical problem on a train at 59 St. Expect delays in southbound 4/5/6 service while trains share tracks. Board trains on the upper level at 59 St and 86 St.
11/14/22 9:32 PM,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we address a mechanical problem on a train at 59 St.
11/14/22 9:09 PM,NYC,"Update: MANH, C and E Trains, Delays",Southbound C/E trains are running with delays after we addressed a signal problem at 34 St-Penn Station.
11/14/22 9:08 PM,NYC,"Update: QNS, M and R Trains, Delays",71 Av-bound M/R trains are running with delays after we addressed a door problem on a train at 67 Av.
11/14/22 9:07 PM,NYC,"QNS, M and R Trains, Delays",71 Av-bound M/R trains are delayed while we address a door problem on a train at 67 Av.
11/14/22 9:03 PM,NYC,"MANH, C and E Trains, Delays",Southbound C/E trains are delayed while we address a signal problem at 34 St-Penn Station.
11/14/22 7:58 PM,NYC,"Update: BKLYN, A and C Trains, Delays",A/C trains are running with delays in both directions following multiple incidents near Jay St-MetroTech. What Happened? We conducted urgent track maintenance near Jay St-MetroTech. FDNY extinguished a track fire near Jay St-MetroTech.
11/14/22 7:55 PM,NYC,"E, F, M, and R Trains, Delays",E/F/M/R trains are running with delays in both directions following multiple incidents in Queens. What Happened? We moved a train that had its brakes activated near 46 St. We removed a train car in need of cleaning from service at 21 St-Queensbridge. NYPD removed an unauthorized person from the tracks at Jamaica-179 St. NYPD responded to a person being disruptive at Jackson Hts-Roosevelt Av.
11/14/22 7:49 PM,NYC,"MANH, A and D Trains, Delays",Northbound A/D trains are running with delays after we removed a train car that needed cleaning from service at 59 St-Columbus Circle.
11/14/22 6:32 PM,NYC,"Update: E, F, M, and R Trains, Delays","There is limited M service between Forest Hills-71 Av and Delancey St-Essex St. E/F/M/R trains are running with extensive delays in both directions. What Happened? We moved a train that had its brakes activated near 46 St. We removed a train car in need of cleaning from service at 21 St-Queensbridge. NYPD removed an unauthorized person from the tracks at Jamaica-179 St. NYPD responded to a person being disruptive at Jackson Hts-Roosevelt Av. Additional Service Changes: Some E trains will end at 168 St on the C line. Some E trains are running via the F line from W 4 St-Wash Sq to 36 St, then via the M to Jackson Hts-Roosevelt Av. Some C trains are running express from W 4 St-Wash Sq to 59 St-Columbus Circle. The last stop on some Forest Hills-71 Av-bound M trains will be Chambers St on the J line. Some Forest Hills-71 Av-bound M trains are running via the F line from 47-50 Sts-Rockefeller Ctr to Jackson Hts-Roosevelt Av."
11/14/22 6:11 PM,NYC,"Update: E, F, M, and R Trains, Delays",E/F/M/R trains are running with extensive delays in both directions after we addressed multiple incidents in Queens. What Happened? We moved a train that had its brakes activated near 46 St. We removed a train car in need of cleaning from service at 21 St-Queensbridge. NYPD removed an unauthorized person from the tracks at Jamaica-179 St. NYPD responded to a person being disruptive at Jackson Hts-Roosevelt Av. Additional Service Changes: Some E/F trains will make local stops in Queens.
11/14/22 5:52 PM,NYC,"E, F, M, and R Trains, Delays",E/F/M/R trains are running with extensive delays in both directions. What Happened? We moved a train that had its brakes activated near 46 St. We removed a train car in need of cleaning from service at 21 St-Queensbridge. NYPD removed an unauthorized person from the tracks at Jamaica-179 St. NYPD responded to a person being disruptive at Jackson Hts-Roosevelt Av. Additional Service Changes: Some E/F trains will make local stops in Queens.
11/14/22 5:49 PM,NYC,"Update: QNS, F Train, Delays",Southbound F trains are running with delays after we removed a train car in need of cleaning from service at 21 St-Queensbridge.
11/14/22 5:48 PM,NYC,"Update: MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after we move a train that had its brakes activated near Wall St.
11/14/22 5:48 PM,NYC,"Update: QNS, E and F Trains, Delays",Northbound E/F trains are running with delays after NYPD responded to a person being disruptive at Jackson Hts-Roosevelt Av.
11/14/22 5:46 PM,NYC,"Update: BKLYN, C Train, Delays",Southbound C trains are running with delays after we removed a vandalized train car from service at Liberty Av.
11/14/22 5:46 PM,NYC,"QNS, F Train, Delays",Southbound F trains are delayed while we remove a train car in need of cleaning from service at 21 St-Queensbridge.
Menu,Menu,Menu,Menu
...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages
11/14/22 5:43 PM,NYC,"Update: QNS, F Train, Delays",F trains are running with delays in both directions after NYPD removed an unauthorized person off of the tracks at Jamaica-179 St.
11/14/22 5:41 PM,NYC,"QNS, E and F Trains, Delays",Northbound E/F trains are delayed while we request NYPD assistance with a person being disruptive at Jackson Hts-Roosevelt Av.
11/14/22 5:37 PM,NYC,"BKLYN, C Train, Delays",Southbound C trains are delayed while we remove a vandalized train car from service at Liberty Av.
11/14/22 5:33 PM,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we investigate why a train's brakes were activated near Wall St.
11/14/22 5:33 PM,NYC,"Update: A and C Trains, Multiple Changes","A/C trains are running with delays in both directions. Some A trains will make local stops while we work to get trains back on schedule. What Happened? We conducted urgent track maintenance near Jay St-MetroTech. FDNY extinguished a track fire near Jay St-MetroTech. Alternative Service: For service between Manhattan and Brooklyn, consider a 2/3/4/5/D/F/J/L train. For service in Brooklyn, consider a B25 bus. For service in The Rockaways, consider a Q22 bus. From Broadway Junction to Manhattan, transfer to a J/L train. LIRR is cross-honoring between Far Rockaway and Penn Station."
11/14/22 5:28 PM,NYC,"QNS, F Train, Delays",F trains are delayed in both directions while we request NYPD assistance with an unauthorized person on the tracks at Jamaica-179 St.
11/14/22 5:26 PM,NYC,"Update: QNS, E, F, M, and R Trains, Delays",E/F/M/R trains are running with delays in both directions after we moved a train that had its brakes activated near 46 St.
